Variable_A,Variable_B,TimeWindow,n,df,r,CI_95%,p_val,p_adj,is_significant
Platelet-activating factor acetylhydrolase,Mean Value (nm),delta_time2_vs_time1,20,17,-0.06252818913170462,"[-0.50, 0.40]",0.7992645816231958,0.979264391124706,False
Vasorin,Mean Value (nm),delta_time2_vs_time1,20,17,0.18609324996892004,"[-0.29, 0.59]",0.4455868144008266,0.8877460379216469,False
Myeloperoxidase,Mean Value (nm),delta_time2_vs_time1,20,17,-0.21473188188710657,"[-0.61, 0.27]",0.3773369630025397,0.8448505927819434,False
Immunoglobulin lambda variable 5-52,Mean Value (nm),delta_time2_vs_time1,20,17,-0.265181137846454,"[-0.64, 0.21]",0.2725464557661102,0.8049768931977531,False
Carboxypeptidase N catalytic chain,Mean Value (nm),delta_time2_vs_time1,20,17,-0.4470419882052688,"[-0.75, 0.01]",0.05498783852101624,0.5993833944380054,False
Fibrinogen gamma chain,Mean Value (nm),delta_time2_vs_time1,20,17,-0.12031891161783607,"[-0.54, 0.35]",0.6236797210891405,0.9545053881926984,False
Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Mean Value (nm),delta_time2_vs_time1,20,17,-0.4269672778364196,"[-0.74, 0.03]",0.06827501638449278,0.6315439015565582,False
Tetranectin,Mean Value (nm),delta_time2_vs_time1,20,17,0.1678567242826648,"[-0.31, 0.58]",0.49214773928438427,0.9048707345805562,False
Apolipoprotein(a),Mean Value (nm),delta_time2_vs_time1,20,17,0.03934019210145431,"[-0.42, 0.48]",0.8729602987102946,0.979498961893774,False
Alpha-2-antiplasmin,Mean Value (nm),delta_time2_vs_time1,20,17,0.13485873892903072,"[-0.34, 0.56]",0.582008632476567,0.9475553740811739,False
Retroviral-like aspartic protease 1,Mean Value (nm),delta_time2_vs_time1,20,17,0.6655037439995942,"[0.30, 0.86]",0.0018718687275195828,0.33990766434333936,False
Ficolin-3,Mean Value (nm),delta_time2_vs_time1,20,17,-0.4821475233571893,"[-0.77, -0.04]",0.03656928419493814,0.5332113903097389,False
Immunoglobulin kappa variable 2-24,Mean Value (nm),delta_time2_vs_time1,20,17,-0.5016806770082952,"[-0.78, -0.06]",0.028633476458239344,0.5303551455531277,False
Immunoglobulin superfamily containing leucine-rich repeat protein,Mean Value (nm),delta_time2_vs_time1,20,17,0.29518239650242445,"[-0.18, 0.66]",0.21986497232098964,0.8049768931977531,False
Complement factor D,Mean Value (nm),delta_time2_vs_time1,20,17,0.535649354926503,"[0.11, 0.80]",0.018094503950655955,0.4933133182336728,False
Vitamin K-dependent protein Z,Mean Value (nm),delta_time2_vs_time1,20,17,0.254701920325603,"[-0.23, 0.64]",0.29264810529509144,0.8049768931977531,False
EGF-containing fibulin-like extracellular matrix protein 1,Mean Value (nm),delta_time2_vs_time1,20,17,0.20640414458669526,"[-0.27, 0.60]",0.39654929400746997,0.8523341672027778,False
Dipeptidase 2,Mean Value (nm),delta_time2_vs_time1,20,17,0.2687446069412415,"[-0.21, 0.64]",0.26591164645934384,0.8049768931977531,False
Myeloblastin,Mean Value (nm),delta_time2_vs_time1,20,17,-0.4312841763186806,"[-0.74, 0.03]",0.06523380118855779,0.6315439015565582,False
Neurogenic locus notch homolog protein 1,Mean Value (nm),delta_time2_vs_time1,20,17,0.04988980345714402,"[-0.41, 0.49]",0.8392704892401618,0.979498961893774,False
Vitamin K-dependent protein S,Mean Value (nm),delta_time2_vs_time1,20,17,-0.3916991540120176,"[-0.72, 0.08]",0.09721446108337563,0.6759341052508534,False
Dermcidin,Mean Value (nm),delta_time2_vs_time1,20,17,0.206750196313997,"[-0.27, 0.60]",0.3957404384272888,0.8523341672027778,False
Immunoglobulin heavy variable 3-73,Mean Value (nm),delta_time2_vs_time1,20,17,-0.3831855692942925,"[-0.71, 0.09]",0.1053640986453469,0.686523309412449,False
Alpha-2-macroglobulin,Mean Value (nm),delta_time2_vs_time1,20,17,-0.6544872129885747,"[-0.85, -0.29]",0.0023619750213743807,0.33990766434333936,False
Cation-independent mannose-6-phosphate receptor,Mean Value (nm),delta_time2_vs_time1,20,17,-0.26618565646328374,"[-0.64, 0.21]",0.27066582851664156,0.8049768931977531,False
Chromodomain-helicase-DNA-binding protein 1;Chromodomain-helicase-DNA-binding protein 2;Chromodomain-helicase-DNA-binding protein 9;Chromodomain-helicase-DNA-binding protein 6;Chromodomain-helicase-DNA-binding protein 8;Chromodomain-helicase-DNA-binding protein 7,Mean Value (nm),delta_time2_vs_time1,20,17,0.09691396743826342,"[-0.37, 0.53]",0.6930712610189534,0.9642582977414559,False
Ceruloplasmin,Mean Value (nm),delta_time2_vs_time1,20,17,0.22951702045395844,"[-0.25, 0.62]",0.34454418167088297,0.8391190988614592,False
Prostaglandin-H2 D-isomerase,Mean Value (nm),delta_time2_vs_time1,20,17,0.5029491995738815,"[0.06, 0.78]",0.02816901614007251,0.5303551455531277,False
Protein S100-A9,Mean Value (nm),delta_time2_vs_time1,20,17,0.314970394174356,"[-0.16, 0.67]",0.18903167470692192,0.7663536332122513,False
Immunoglobulin J chain,Mean Value (nm),delta_time2_vs_time1,20,17,-0.4099534417819486,"[-0.73, 0.05]",0.08129844233212133,0.651605980428528,False
Probable non-functional immunoglobulin kappa variable 3-7,Median Value (nm),delta_time2_vs_time1,20,17,-0.31159384661845074,"[-0.67, 0.17]",0.1940757167759785,0.7689968484471186,False
Apolipoprotein A-IV,Median Value (nm),delta_time2_vs_time1,20,17,0.1265173438278206,"[-0.35, 0.55]",0.6057712196137146,0.9545053881926984,False
Coagulation factor XII,Median Value (nm),delta_time2_vs_time1,20,17,0.2676533778807753,"[-0.21, 0.64]",0.26793257279925703,0.8049768931977531,False
Mannan-binding lectin serine protease 1,Median Value (nm),delta_time2_vs_time1,20,17,-0.03317274769089837,"[-0.48, 0.43]",0.8927569652962434,0.979498961893774,False
Complement factor I,Median Value (nm),delta_time2_vs_time1,20,17,0.20456286265925183,"[-0.28, 0.60]",0.4008682901441213,0.8536502345722878,False
Platelet glycoprotein Ib alpha chain,Median Value (nm),delta_time2_vs_time1,20,17,-0.015573548230401614,"[-0.47, 0.44]",0.9495448160205967,0.9841070074338116,False
Hepatocyte growth factor-like protein,Median Value (nm),delta_time2_vs_time1,20,17,0.09830802320440757,"[-0.37, 0.53]",0.6888651762922946,0.9642582977414559,False
Profilin-1,Median Value (nm),delta_time2_vs_time1,20,17,-0.002203518235122426,"[-0.46, 0.45]",0.9928567987859387,0.9968034941158275,False
Peptidase inhibitor 16,Median Value (nm),delta_time2_vs_time1,20,17,0.012448994320035607,"[-0.44, 0.46]",0.9596589192333926,0.9882769784550645,False
Cell surface glycoprotein MUC18,Median Value (nm),delta_time2_vs_time1,20,17,-0.07874217550381708,"[-0.51, 0.39]",0.7486457274490608,0.9769906339019859,False
Adhesion G-protein coupled receptor G6,Median Value (nm),delta_time2_vs_time1,20,17,-0.0019877756628784373,"[-0.46, 0.45]",0.9935561624132115,0.9968034941158275,False
Immunoglobulin heavy variable 1-69,Median Value (nm),delta_time2_vs_time1,20,17,0.15542727943920026,"[-0.32, 0.57]",0.5251823228616925,0.9268975919671438,False
Insulin-like growth factor-binding protein complex acid labile subunit,Median Value (nm),delta_time2_vs_time1,20,17,0.033407787975086214,"[-0.43, 0.48]",0.8920013303782051,0.979498961893774,False
Plasma serine protease inhibitor,Median Value (nm),delta_time2_vs_time1,20,17,-0.13690444842842037,"[-0.56, 0.34]",0.5762420038961378,0.9466034911089208,False
Immunoglobulin heavy variable 1-69D,Median Value (nm),delta_time2_vs_time1,20,17,-0.059537445006917336,"[-0.50, 0.41]",0.8086922147690611,0.979264391124706,False
Pancreatic adenocarcinoma up-regulated factor,Median Value (nm),delta_time2_vs_time1,20,17,-0.14593994277452005,"[-0.56, 0.33]",0.5510703593102435,0.9340265511747381,False
Immunoglobulin heavy variable 3-64D,Median Value (nm),delta_time2_vs_time1,20,17,-0.22779171817249666,"[-0.62, 0.25]",0.3482830236587138,0.8391190988614592,False
Neutrophil gelatinase-associated lipocalin,Median Value (nm),delta_time2_vs_time1,20,17,0.030908677836525008,"[-0.43, 0.48]",0.9000402009665541,0.9801335421758791,False
Lysosome-associated membrane glycoprotein 2,Median Value (nm),delta_time2_vs_time1,20,17,-0.4666074178449088,"[-0.76, -0.02]",0.044018147795799635,0.536503542546452,False
Corneodesmosin,Median Value (nm),delta_time2_vs_time1,20,17,0.07797001705706821,"[-0.39, 0.51]",0.7510358927007283,0.9769906339019859,False
Collagen alpha-1(XVIII) chain,Median Value (nm),delta_time2_vs_time1,20,17,-0.10211437079177292,"[-0.53, 0.37]",0.6774255630935535,0.9628964182739307,False
Lipopolysaccharide-binding protein,Median Value (nm),delta_time2_vs_time1,20,17,-0.21044811018651477,"[-0.61, 0.27]",0.3871537108476888,0.8448505927819434,False
Immunoglobulin heavy variable 3-49,Median Value (nm),delta_time2_vs_time1,20,17,-0.09959302830308733,"[-0.53, 0.37]",0.6849958370891782,0.9642582977414559,False
SPARC-like protein 1,Median Value (nm),delta_time2_vs_time1,20,17,0.12399189091660841,"[-0.35, 0.55]",0.6130425328830382,0.9545053881926984,False
Ras-associated and pleckstrin homology domains-containing protein 1,Median Value (nm),delta_time2_vs_time1,20,17,0.3163875981048882,"[-0.16, 0.67]",0.18694099402085745,0.765224578100695,False
Alpha-1-acid glycoprotein 2,Median Value (nm),delta_time2_vs_time1,20,17,0.13434300637803473,"[-0.34, 0.55]",0.5834662807428137,0.9475553740811739,False
Immunoglobulin heavy variable 3-20,Median Value (nm),delta_time2_vs_time1,20,17,-0.047166480926333104,"[-0.49, 0.42]",0.8479440798648077,0.979498961893774,False
Neurogenic locus notch homolog protein 2,Median Value (nm),delta_time2_vs_time1,20,17,-0.05168752101805809,"[-0.49, 0.41]",0.8335545272606111,0.979498961893774,False
Apolipoprotein B-100,Median Value (nm),delta_time2_vs_time1,20,17,-0.0765830300806937,"[-0.51, 0.39]",0.7553346621138346,0.9769906339019859,False
CD44 antigen,Median Value (nm),delta_time2_vs_time1,20,17,0.354413702239789,"[-0.12, 0.70]",0.1365404187403149,0.7276641962142183,False
Pigment epithelium-derived factor,Median Value (nm),delta_time2_vs_time1,20,17,0.10906101674093409,"[-0.36, 0.54]",0.6567228348232307,0.9556244789432,False
Xaa-Pro dipeptidase,Median Value (nm),delta_time2_vs_time1,20,17,-0.2845417041262876,"[-0.65, 0.19]",0.23772584828560162,0.8049768931977531,False
Immunoglobulin heavy constant delta,Median Value (nm),delta_time2_vs_time1,20,17,-0.03326745718050039,"[-0.48, 0.43]",0.8924524715055105,0.979498961893774,False
Probable non-functional immunoglobulin heavy variable 3-38-3,Median Value (nm),delta_time2_vs_time1,20,17,0.012121389206350981,"[-0.44, 0.46]",0.9607197363422539,0.9883869382825969,False
Immunoglobulin lambda constant 7,Median Value (nm),delta_time2_vs_time1,20,17,-0.06688621087613468,"[-0.51, 0.40]",0.7855747101388413,0.979264391124706,False
Receptor-type tyrosine-protein phosphatase gamma,Median Value (nm),delta_time2_vs_time1,20,17,0.30935560773899795,"[-0.17, 0.67]",0.19746829456301934,0.7707271521237848,False
Afamin,Median Value (nm),delta_time2_vs_time1,20,17,-0.03844391253584738,"[-0.48, 0.42]",0.8758330248811919,0.979498961893774,False
Pyruvate kinase PKLR,Median Value (nm),delta_time2_vs_time1,20,17,-0.3208168642951251,"[-0.68, 0.16]",0.1805070849854893,0.754053790503899,False
Insulin-like growth factor 2,Median Value (nm),delta_time2_vs_time1,20,17,0.03030424763092824,"[-0.43, 0.48]",0.9019858967146741,0.9801335421758791,False
CD109 antigen,Median Value (nm),delta_time2_vs_time1,20,17,0.41075458536680826,"[-0.05, 0.73]",0.08064698144010442,0.651605980428528,False
ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2,Median Value (nm),delta_time2_vs_time1,20,17,0.0060246354203721975,"[-0.45, 0.46]",0.9804713208410867,0.9954828074133414,False
Dedicator of cytokinesis protein 4,Median Value (nm),delta_time2_vs_time1,20,17,-0.03892443264431952,"[-0.48, 0.42]",0.8742926903147877,0.979498961893774,False
Complement factor H-related protein 2,Median Value (nm),delta_time2_vs_time1,20,17,0.03590250329380776,"[-0.43, 0.48]",0.8839866419239648,0.979498961893774,False
Selenoprotein P,Median Value (nm),delta_time2_vs_time1,20,17,-0.1019600365937073,"[-0.53, 0.37]",0.6778881072186863,0.9628964182739307,False
Adipocyte plasma membrane-associated protein,Median Value (nm),delta_time2_vs_time1,20,17,0.1778498467163222,"[-0.30, 0.58]",0.46634518236485945,0.9003786258757829,False
Immunoglobulin heavy constant alpha 2,Median Value (nm),delta_time2_vs_time1,20,17,-0.35944820725333126,"[-0.70, 0.11]",0.13066741165410808,0.7276641962142183,False
Lactotransferrin,Median Value (nm),delta_time2_vs_time1,20,17,0.2898980717630018,"[-0.19, 0.66]",0.22862219566911487,0.8049768931977531,False
Alpha-enolase,Median Value (nm),delta_time2_vs_time1,20,17,0.1998605217628816,"[-0.28, 0.60]",0.4120139923715417,0.8588460686054672,False
Immunoglobulin heavy constant gamma 1,Median Value (nm),delta_time2_vs_time1,20,17,0.18950256822052014,"[-0.29, 0.59]",0.43714380483608306,0.883808526203532,False
Collectin-10,Median Value (nm),delta_time2_vs_time1,20,17,0.05621210740535588,"[-0.41, 0.50]",0.8192042321614921,0.979498961893774,False
Lysosome-associated membrane glycoprotein 1,Median Value (nm),delta_time2_vs_time1,20,17,0.0044392050465900945,"[-0.45, 0.46]",0.9856098501509787,0.9968034941158275,False
Cathelicidin antimicrobial peptide,Median Value (nm),delta_time2_vs_time1,20,17,0.16983840501925565,"[-0.31, 0.58]",0.4869763920344605,0.9048682235323819,False
Fibroblast growth factor-binding protein 2,Median Value (nm),delta_time2_vs_time1,20,17,0.17312899681701815,"[-0.31, 0.58]",0.4784486611745108,0.903015757589255,False
Lymphatic vessel endothelial hyaluronic acid receptor 1,Median Value (nm),delta_time2_vs_time1,20,17,-0.14765446551901437,"[-0.56, 0.33]",0.5463500996370163,0.9340265511747381,False
Haptoglobin,Median Value (nm),delta_time2_vs_time1,20,17,-0.24864537353177343,"[-0.63, 0.23]",0.3046671903858753,0.8049768931977531,False
Tenascin-X,Median Value (nm),delta_time2_vs_time1,20,17,0.1851782676577627,"[-0.29, 0.59]",0.4478669935169738,0.8888701250643388,False
Zinc finger protein 512B,Median Value (nm),delta_time2_vs_time1,20,17,0.08139925663227732,"[-0.39, 0.52]",0.7404377847103123,0.9769906339019859,False
Immunoglobulin lambda variable 3-19,Median Value (nm),delta_time2_vs_time1,20,17,-0.16837270569567106,"[-0.58, 0.31]",0.4907986753058786,0.9048707345805562,False
Complement C1q subcomponent subunit B,Median Value (nm),delta_time2_vs_time1,20,17,-0.1515142435236321,"[-0.57, 0.33]",0.5357908860810485,0.9339693859617983,False
Ubiquitin-ribosomal protein eS31 fusion protein,Median Value (nm),delta_time2_vs_time1,20,17,-0.12872440583708958,"[-0.55, 0.35]",0.5994455314724523,0.9545053881926984,False
Kinesin-like protein KIF21A,Median Value (nm),delta_time2_vs_time1,20,17,0.18863852865178116,"[-0.29, 0.59]",0.4392755989010184,0.8853881721039982,False
Attractin,Median Value (nm),delta_time2_vs_time1,20,17,0.3707167816178492,"[-0.10, 0.71]",0.11817167971583255,0.7117782568930379,False
Immunoglobulin lambda variable 1-44,Median Value (nm),delta_time2_vs_time1,20,17,-0.11408704035701701,"[-0.54, 0.36]",0.6418909104116834,0.9556244789432,False
Immunoglobulin heavy variable 1-46,Median Value (nm),delta_time2_vs_time1,20,17,-0.020756215749918504,"[-0.47, 0.44]",0.9327856401638066,0.9828289159510588,False
Fibulin-1,Median Value (nm),delta_time2_vs_time1,20,17,-0.2299193850062731,"[-0.62, 0.25]",0.3436755903562274,0.8391190988614592,False
Secreted phosphoprotein 24,Median Value (nm),delta_time2_vs_time1,20,17,-0.024982566952935225,"[-0.47, 0.43]",0.9191386060573976,0.9816779338922308,False
Scavenger receptor class B member 1,Median Value (nm),delta_time2_vs_time1,20,17,0.08100140199258975,"[-0.39, 0.52]",0.7416651063610213,0.9769906339019859,False
Immunoglobulin lambda variable 2-18,Median Value (nm),delta_time2_vs_time1,20,17,0.2565226344779622,"[-0.22, 0.64]",0.2890923337470123,0.8049768931977531,False
Collagen alpha-2(VI) chain,Median Value (nm),delta_time2_vs_time1,20,17,0.15029879943455382,"[-0.33, 0.57]",0.5391058810860573,0.9339693859617983,False
Adiponectin,Median Value (nm),delta_time2_vs_time1,20,17,-0.2508862904846423,"[-0.63, 0.23]",0.3001859502088085,0.8049768931977531,False
Nidogen-1,Median Value (nm),delta_time2_vs_time1,20,17,-0.147008378917423,"[-0.56, 0.33]",0.5481267041430102,0.9340265511747381,False
Alpha-1-antitrypsin,Median Value (nm),delta_time2_vs_time1,20,17,-0.037795185247562244,"[-0.48, 0.42]",0.8779132343509385,0.979498961893774,False
"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1",Median Value (nm),delta_time2_vs_time1,20,17,0.14261294966773203,"[-0.33, 0.56]",0.5602815234640675,0.9340265511747381,False
Complement C1s subcomponent,Median Value (nm),delta_time2_vs_time1,20,17,-0.22508159021629645,"[-0.62, 0.26]",0.3542031123629077,0.8448505927819434,False
Alpha-actinin-4,Median Value (nm),delta_time2_vs_time1,20,17,-0.023322418020343363,"[-0.47, 0.44]",0.9244969080961809,0.9823372274745061,False
Complement component C1q receptor,Median Value (nm),delta_time2_vs_time1,20,17,0.2936606043342866,"[-0.19, 0.66]",0.222364137354172,0.8049768931977531,False
Inter-alpha-trypsin inhibitor heavy chain H3,Median Value (nm),delta_time2_vs_time1,20,17,0.17303001655774472,"[-0.31, 0.58]",0.4787040865932656,0.903015757589255,False
Immunoglobulin kappa variable 1D-8,Median Value (nm),delta_time2_vs_time1,20,17,0.07324688326873827,"[-0.39, 0.51]",0.7657025927918377,0.979264391124706,False
Low-density lipoprotein receptor,Median Value (nm),delta_time2_vs_time1,20,17,-0.4277030634626778,"[-0.74, 0.03]",0.06774932393571836,0.6315439015565582,False
Prolactin-inducible protein,Median Value (nm),delta_time2_vs_time1,20,17,0.28317272560806217,"[-0.20, 0.65]",0.24008932223224436,0.8049768931977531,False
Hyaluronan-binding protein 2,Median Value (nm),delta_time2_vs_time1,20,17,0.06600475251327777,"[-0.40, 0.51]",0.7883389179380862,0.979264391124706,False
N-acetylmuramoyl-L-alanine amidase,Median Value (nm),delta_time2_vs_time1,20,17,0.10267833632131523,"[-0.37, 0.53]",0.6757362824209061,0.9628964182739307,False
Serpin A11,Median Value (nm),delta_time2_vs_time1,20,17,0.20348300967721536,"[-0.28, 0.60]",0.40341313228891984,0.8562882259360183,False
C4b-binding protein alpha chain,Median Value (nm),delta_time2_vs_time1,20,17,0.04050672665425129,"[-0.42, 0.49]",0.8692236437131947,0.979498961893774,False
Inter-alpha-trypsin inhibitor heavy chain H2,Median Value (nm),delta_time2_vs_time1,20,17,-0.08056238724932416,"[-0.52, 0.39]",0.7430200938743032,0.9769906339019859,False
Fibrillin-1,Median Value (nm),delta_time2_vs_time1,20,17,0.35047736243815264,"[-0.12, 0.69]",0.141259405925203,0.7278539353623202,False
Golgi-associated RAB2 interactor protein 1B,Median Value (nm),delta_time2_vs_time1,20,17,-0.036559466085943446,"[-0.48, 0.42]",0.8818778017343536,0.979498961893774,False
Neurogenic locus notch homolog protein 3,Median Value (nm),delta_time2_vs_time1,20,17,0.08372169655321937,"[-0.39, 0.52]",0.7332854677975698,0.9769906339019859,False
Immunoglobulin heavy constant alpha 1,Median Value (nm),delta_time2_vs_time1,20,17,-0.32628157092438004,"[-0.68, 0.15]",0.1727771594628938,0.7387093205308769,False
Apolipoprotein C-III,Median Value (nm),delta_time2_vs_time1,20,17,-0.1427885517834346,"[-0.56, 0.33]",0.5597936598648492,0.9340265511747381,False
Glutathione peroxidase 3,Median Value (nm),delta_time2_vs_time1,20,17,-0.33902441063638045,"[-0.69, 0.14]",0.15563386433560825,0.7278539353623202,False
Contactin-1,Median Value (nm),delta_time2_vs_time1,20,17,0.0765830300806937,"[-0.39, 0.51]",0.7553346621138346,0.9769906339019859,False
Stomatin,Median Value (nm),delta_time2_vs_time1,20,17,0.07537783614444103,"[-0.39, 0.51]",0.7590755926119843,0.9769906339019859,False
Immunoglobulin heavy variable 3-13,Median Value (nm),delta_time2_vs_time1,20,17,-0.1673453826346734,"[-0.58, 0.31]",0.49348645273939595,0.9048707345805562,False
Immunoglobulin heavy variable 1-69-2,Median Value (nm),delta_time2_vs_time1,20,17,-0.24490531241788138,"[-0.63, 0.24]",0.31223560767749,0.8180886664173361,False
Apolipoprotein E,Median Value (nm),delta_time2_vs_time1,20,17,-0.26403000768338186,"[-0.64, 0.22]",0.2747115241880908,0.8049768931977531,False
Mucosal addressin cell adhesion molecule 1,Median Value (nm),delta_time2_vs_time1,20,17,-0.006941021883372346,"[-0.46, 0.45]",0.9775015492383632,0.9954828074133414,False
Protein S100-A11,Median Value (nm),delta_time2_vs_time1,20,17,-0.001579654651947475,"[-0.46, 0.45]",0.9948791630461058,0.9968034941158275,False
Complement factor H-related protein 4,Median Value (nm),delta_time2_vs_time1,20,17,0.2414426409055469,"[-0.24, 0.63]",0.3193420448750585,0.8211532672597082,False
Immunoglobulin kappa variable 1D-16,Median Value (nm),delta_time2_vs_time1,20,17,-0.1311098094116593,"[-0.55, 0.34]",0.5926394639180645,0.9518984257660695,False
Immunoglobulin lambda variable 1-47,Median Value (nm),delta_time2_vs_time1,20,17,-0.05760626243248389,"[-0.50, 0.41]",0.8147933447388963,0.979264391124706,False
Fructose-bisphosphate aldolase A,Median Value (nm),delta_time2_vs_time1,20,17,0.21371601438584265,"[-0.27, 0.61]",0.3796522260228069,0.8448505927819434,False
Thrombospondin-1,Median Value (nm),delta_time2_vs_time1,20,17,-0.2142069776204647,"[-0.61, 0.27]",0.37853228295271224,0.8448505927819434,False
Aminopeptidase N,Median Value (nm),delta_time2_vs_time1,20,17,-0.33015253983389053,"[-0.68, 0.15]",0.16743964600287475,0.7378412547139325,False
Apolipoprotein M,Median Value (nm),delta_time2_vs_time1,20,17,-0.05760626243248389,"[-0.50, 0.41]",0.8147933447388963,0.979264391124706,False
Immunoglobulin heavy variable 3-43,Median Value (nm),delta_time2_vs_time1,20,17,-0.2189896383443452,"[-0.61, 0.26]",0.3677195224266656,0.8448505927819434,False
Cysteine-rich secretory protein 3,Median Value (nm),delta_time2_vs_time1,20,17,0.26348029006766105,"[-0.22, 0.64]",0.2757491964868034,0.8049768931977531,False
Complement component C8 alpha chain,Median Value (nm),delta_time2_vs_time1,20,17,-0.03958276841893629,"[-0.49, 0.42]",0.8721830611429432,0.979498961893774,False
Immunoglobulin heavy variable 2-70D,Median Value (nm),delta_time2_vs_time1,20,17,0.2845849802371543,"[-0.19, 0.65]",0.23765137850389068,0.8049768931977531,False
Immunoglobulin heavy variable 3-23,Median Value (nm),delta_time2_vs_time1,20,17,0.014381254459312896,"[-0.44, 0.47]",0.95340345057945,0.9847716598208476,False
Plasma kallikrein,Median Value (nm),delta_time2_vs_time1,20,17,0.08189206395862805,"[-0.39, 0.52]",0.7389183805451496,0.9769906339019859,False
Galectin-7,Median Value (nm),delta_time2_vs_time1,20,17,0.2545694199910861,"[-0.23, 0.64]",0.29290790894663415,0.8049768931977531,False
Extracellular superoxide dismutase [Cu-Zn],Median Value (nm),delta_time2_vs_time1,20,17,0.0254211019950072,"[-0.43, 0.47]",0.917723736699694,0.9816779338922308,False
Immunoglobulin heavy variable 1-8,Median Value (nm),delta_time2_vs_time1,20,17,0.178578207905145,"[-0.30, 0.59]",0.4644916504692208,0.9003786258757829,False
Cystatin-C,Median Value (nm),delta_time2_vs_time1,20,17,0.2020970429181446,"[-0.28, 0.60]",0.4066922208231766,0.8562882259360183,False
Immunoglobulin lambda-like polypeptide 1,Median Value (nm),delta_time2_vs_time1,20,17,-0.2754566668889191,"[-0.65, 0.20]",0.2536912885665295,0.8049768931977531,False
Inhibin beta C chain,Median Value (nm),delta_time2_vs_time1,20,17,-0.15777338603425606,"[-0.57, 0.32]",0.5188690617342986,0.9204594999259132,False
Mannose-binding protein C,Median Value (nm),delta_time2_vs_time1,20,17,0.031958343242918255,"[-0.43, 0.48]",0.8966625702234694,0.979498961893774,False
IgGFc-binding protein,Median Value (nm),delta_time2_vs_time1,20,17,-0.2332548409438334,"[-0.62, 0.25]",0.3365243036129266,0.8374399649820705,False
Macrophage mannose receptor 1,Median Value (nm),delta_time2_vs_time1,20,17,-0.033557235920287386,"[-0.48, 0.43]",0.8915209139902669,0.979498961893774,False
Aromatase,Median Value (nm),delta_time2_vs_time1,20,17,-0.29594257460949075,"[-0.66, 0.18]",0.2186234537874843,0.8049768931977531,False
Cadherin-5,Median Value (nm),delta_time2_vs_time1,20,17,-0.06057619098215974,"[-0.50, 0.40]",0.8054148772253222,0.979264391124706,False
Immunoglobulin kappa variable 1-8,Median Value (nm),delta_time2_vs_time1,20,17,-0.033172747690897966,"[-0.48, 0.43]",0.8927569652962446,0.979498961893774,False
Retinol-binding protein 4,Median Value (nm),delta_time2_vs_time1,20,17,0.10770240318294266,"[-0.36, 0.54]",0.6607536178150089,0.958304521219078,False
Complement component C8 beta chain,Median Value (nm),delta_time2_vs_time1,20,17,0.021807319973464058,"[-0.44, 0.47]",0.9293897673106185,0.9828289159510588,False
Tumor necrosis factor receptor superfamily member 1B,Median Value (nm),delta_time2_vs_time1,20,17,-0.11571685521925984,"[-0.54, 0.36]",0.6371086896450275,0.9556244789432,False
Formin-2,Median Value (nm),delta_time2_vs_time1,20,17,-0.40419408583628913,"[-0.73, 0.06]",0.08609637332380862,0.6558517850254834,False
Scavenger receptor cysteine-rich domain-containing protein DMBT1,Median Value (nm),delta_time2_vs_time1,20,17,0.5327063269751011,"[0.10, 0.79]",0.01886241081818258,0.5010630155804399,False
Apolipoprotein L1,Median Value (nm),delta_time2_vs_time1,20,17,0.046520364749260426,"[-0.42, 0.49]",0.8500044101421558,0.979498961893774,False
Leucine-rich alpha-2-glycoprotein,Median Value (nm),delta_time2_vs_time1,20,17,0.06725329515134815,"[-0.40, 0.51]",0.7844242750253081,0.979264391124706,False
Immunoglobulin heavy variable 1-2,Median Value (nm),delta_time2_vs_time1,20,17,0.28279481847688515,"[-0.20, 0.65]",0.24074439977439432,0.8049768931977531,False
Ras-related protein Rab-10,Median Value (nm),delta_time2_vs_time1,20,17,-0.03533611140625991,"[-0.48, 0.43]",0.8858053512204345,0.979498961893774,False
Immunoglobulin heavy variable 1-24,Median Value (nm),delta_time2_vs_time1,20,17,-0.16361641457432466,"[-0.58, 0.31]",0.5033023165476124,0.9088916648165632,False
Annexin A3,Median Value (nm),delta_time2_vs_time1,20,17,-0.2666319681785185,"[-0.64, 0.21]",0.2698328572606525,0.8049768931977531,False
Hemoglobin subunit beta,Median Value (nm),delta_time2_vs_time1,20,17,-0.32661172751043105,"[-0.68, 0.15]",0.17231746962841507,0.7387093205308769,False
Immunoglobulin lambda variable 4-69,Median Value (nm),delta_time2_vs_time1,20,17,-0.18931203988240633,"[-0.59, 0.29]",0.4376134185112025,0.883808526203532,False
Elongation factor 2,Median Value (nm),delta_time2_vs_time1,20,17,-0.17060270241033398,"[-0.58, 0.31]",0.4849890539945092,0.9047755394112348,False
Multiple inositol polyphosphate phosphatase 1,Median Value (nm),delta_time2_vs_time1,20,17,0.04955505958520351,"[-0.41, 0.49]",0.8403356895368446,0.979498961893774,False
Collagen alpha-1(VI) chain,Median Value (nm),delta_time2_vs_time1,20,17,-0.11824769433465074,"[-0.54, 0.36]",0.6297098711828247,0.9545053881926984,False
Hepatocyte growth factor activator,Median Value (nm),delta_time2_vs_time1,20,17,0.14261825266122158,"[-0.33, 0.56]",0.560266787771646,0.9340265511747381,False
