Variable_A,Variable_B,TimeWindow,n,df,r,CI_95%,p_val,p_adj,is_significant
Probable non-functional immunoglobulin kappa variable 3-7,Mean Value (nm),delta_time2_vs_time1,20,17,-0.21000610491736663,"[-0.61, 0.27]",0.38817459668359566,0.8448505927819434,False
Apolipoprotein A-IV,Mean Value (nm),delta_time2_vs_time1,20,17,0.38927110254369146,"[-0.08, 0.72]",0.0994904588646009,0.6825967906207056,False
Coagulation factor XII,Mean Value (nm),delta_time2_vs_time1,20,17,0.3237504306923487,"[-0.15, 0.68]",0.17632903925534252,0.7456199374225913,False
Mannan-binding lectin serine protease 1,Mean Value (nm),delta_time2_vs_time1,20,17,-0.5825841564995556,"[-0.82, -0.17]",0.008857261571728144,0.4470737252257043,False
Complement factor I,Mean Value (nm),delta_time2_vs_time1,20,17,-0.07867758111152648,"[-0.51, 0.39]",0.748845591345636,0.9769906339019859,False
Platelet glycoprotein Ib alpha chain,Mean Value (nm),delta_time2_vs_time1,20,17,-0.3255895921534495,"[-0.68, 0.15]",0.17374332839063433,0.7387093205308769,False
Hepatocyte growth factor-like protein,Mean Value (nm),delta_time2_vs_time1,20,17,0.216508815086812,"[-0.26, 0.61]",0.37330622678294567,0.8448505927819434,False
Profilin-1,Mean Value (nm),delta_time2_vs_time1,20,17,0.46823019088722156,"[0.02, 0.76]",0.04319003210510247,0.536503542546452,False
Peptidase inhibitor 16,Mean Value (nm),delta_time2_vs_time1,20,17,-0.22362143150914784,"[-0.62, 0.26]",0.35741650964893135,0.8448505927819434,False
Cell surface glycoprotein MUC18,Mean Value (nm),delta_time2_vs_time1,20,17,-0.08091094974909271,"[-0.52, 0.39]",0.7419442213495413,0.9769906339019859,False
Adhesion G-protein coupled receptor G6,Mean Value (nm),delta_time2_vs_time1,20,17,-0.08775612034582546,"[-0.52, 0.38]",0.7209110066908733,0.9720008439065221,False
Immunoglobulin heavy variable 1-69,Mean Value (nm),delta_time2_vs_time1,20,17,0.021350420507345348,"[-0.44, 0.47]",0.9308657628200359,0.9828289159510588,False
Insulin-like growth factor-binding protein complex acid labile subunit,Mean Value (nm),delta_time2_vs_time1,20,17,0.2649010943248815,"[-0.22, 0.64]",0.2730721880825856,0.8049768931977531,False
Plasma serine protease inhibitor,Mean Value (nm),delta_time2_vs_time1,20,17,-0.2490677406933591,"[-0.63, 0.23]",0.3038194996518972,0.8049768931977531,False
Immunoglobulin heavy variable 1-69D,Mean Value (nm),delta_time2_vs_time1,20,17,-0.2785972249298976,"[-0.65, 0.20]",0.24809751533895236,0.8049768931977531,False
Pancreatic adenocarcinoma up-regulated factor,Mean Value (nm),delta_time2_vs_time1,20,17,-0.5535043334240528,"[-0.81, -0.13]",0.013951872198975592,0.4709300614264398,False
Immunoglobulin heavy variable 3-64D,Mean Value (nm),delta_time2_vs_time1,20,17,-0.657327790176967,"[-0.86, -0.29]",0.0022264384256956713,0.33990766434333936,False
Neutrophil gelatinase-associated lipocalin,Mean Value (nm),delta_time2_vs_time1,20,17,0.2548392385559417,"[-0.23, 0.64]",0.2923790031885103,0.8049768931977531,False
Lysosome-associated membrane glycoprotein 2,Mean Value (nm),delta_time2_vs_time1,20,17,-0.2609644891748409,"[-0.64, 0.22]",0.2805290857080465,0.8049768931977531,False
Corneodesmosin,Mean Value (nm),delta_time2_vs_time1,20,17,0.3938407301205895,"[-0.07, 0.72]",0.09523857506751363,0.6759341052508534,False
Collagen alpha-1(XVIII) chain,Mean Value (nm),delta_time2_vs_time1,20,17,-0.266506555502608,"[-0.64, 0.21]",0.27006675893253596,0.8049768931977531,False
Lipopolysaccharide-binding protein,Mean Value (nm),delta_time2_vs_time1,20,17,-0.10654635360810658,"[-0.53, 0.37]",0.6641904869696322,0.9583584185244276,False
Immunoglobulin heavy variable 3-49,Mean Value (nm),delta_time2_vs_time1,20,17,-0.2327918707703504,"[-0.62, 0.25]",0.3375116858724686,0.8374399649820705,False
SPARC-like protein 1,Mean Value (nm),delta_time2_vs_time1,20,17,-0.3632178009290821,"[-0.70, 0.11]",0.12638812255311058,0.7218926089642522,False
Ras-associated and pleckstrin homology domains-containing protein 1,Mean Value (nm),delta_time2_vs_time1,20,17,-0.26698450547634245,"[-0.64, 0.21]",0.269176031773009,0.8049768931977531,False
Alpha-1-acid glycoprotein 2,Mean Value (nm),delta_time2_vs_time1,20,17,0.08830215713766981,"[-0.38, 0.52]",0.7192412065055374,0.9720008439065221,False
Immunoglobulin heavy variable 3-20,Mean Value (nm),delta_time2_vs_time1,20,17,-0.12671537029181576,"[-0.55, 0.35]",0.605202546063947,0.9545053881926984,False
Neurogenic locus notch homolog protein 2,Mean Value (nm),delta_time2_vs_time1,20,17,-0.48163835331796656,"[-0.77, -0.04]",0.03679675054936716,0.5332113903097389,False
Apolipoprotein B-100,Mean Value (nm),delta_time2_vs_time1,20,17,-0.5561529272932475,"[-0.81, -0.14]",0.01340814233001466,0.4709300614264398,False
CD44 antigen,Mean Value (nm),delta_time2_vs_time1,20,17,0.15604114702933597,"[-0.32, 0.57]",0.5235269918889225,0.9255528389026002,False
Pigment epithelium-derived factor,Mean Value (nm),delta_time2_vs_time1,20,17,0.4615384615384611,"[0.01, 0.76]",0.04668338508165615,0.5481585312958559,False
Xaa-Pro dipeptidase,Mean Value (nm),delta_time2_vs_time1,20,17,-0.37517176354737597,"[-0.71, 0.10]",0.11347460786991057,0.6956194896640671,False
Immunoglobulin heavy constant delta,Mean Value (nm),delta_time2_vs_time1,20,17,-0.04026868310434449,"[-0.49, 0.42]",0.8699859342380949,0.979498961893774,False
Probable non-functional immunoglobulin heavy variable 3-38-3,Mean Value (nm),delta_time2_vs_time1,20,17,-0.19024509844808088,"[-0.59, 0.29]",0.4353161365788406,0.883808526203532,False
Immunoglobulin lambda constant 7,Mean Value (nm),delta_time2_vs_time1,20,17,0.17839458364215985,"[-0.30, 0.59]",0.46495858561699366,0.9003786258757829,False
Receptor-type tyrosine-protein phosphatase gamma,Mean Value (nm),delta_time2_vs_time1,20,17,-0.1205664068610488,"[-0.54, 0.35]",0.6229606831629748,0.9545053881926984,False
Afamin,Mean Value (nm),delta_time2_vs_time1,20,17,0.1662110701230303,"[-0.31, 0.58]",0.4964624392010466,0.907116555577221,False
Pyruvate kinase PKLR,Mean Value (nm),delta_time2_vs_time1,20,17,-0.3422838063869308,"[-0.69, 0.13]",0.1514445179986595,0.7278539353623202,False
Insulin-like growth factor 2,Mean Value (nm),delta_time2_vs_time1,20,17,0.11967971408808366,"[-0.35, 0.54]",0.6255382625745293,0.9545053881926984,False
CD109 antigen,Mean Value (nm),delta_time2_vs_time1,20,17,0.211463845043156,"[-0.27, 0.61]",0.3848133454530698,0.8448505927819434,False
ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2,Mean Value (nm),delta_time2_vs_time1,20,17,-0.07268547557869778,"[-0.51, 0.39]",0.767451117890135,0.979264391124706,False
Dedicator of cytokinesis protein 4,Mean Value (nm),delta_time2_vs_time1,20,17,-0.029016674467473854,"[-0.48, 0.43]",0.9061324400656137,0.9801335421758791,False
Complement factor H-related protein 2,Mean Value (nm),delta_time2_vs_time1,20,17,0.020134341552172218,"[-0.44, 0.47]",0.9347952979569146,0.9828289159510588,False
Selenoprotein P,Mean Value (nm),delta_time2_vs_time1,20,17,0.027765770957343172,"[-0.43, 0.48]",0.9101631201358007,0.9809260199580644,False
Adipocyte plasma membrane-associated protein,Mean Value (nm),delta_time2_vs_time1,20,17,0.11767873534031038,"[-0.36, 0.54]",0.6313702951283471,0.9545053881926984,False
Immunoglobulin heavy constant alpha 2,Mean Value (nm),delta_time2_vs_time1,20,17,-0.631387931970386,"[-0.84, -0.25]",0.0037395946448628794,0.33990766434333936,False
Lactotransferrin,Mean Value (nm),delta_time2_vs_time1,20,17,0.05159684955941685,"[-0.41, 0.49]",0.83384263425605,0.979498961893774,False
Alpha-enolase,Mean Value (nm),delta_time2_vs_time1,20,17,0.5082419475577012,"[0.07, 0.78]",0.026294331566821063,0.5303551455531277,False
Immunoglobulin heavy constant gamma 1,Mean Value (nm),delta_time2_vs_time1,20,17,-0.4281419896126311,"[-0.74, 0.03]",0.06743716966960452,0.6315439015565582,False
Collectin-10,Mean Value (nm),delta_time2_vs_time1,20,17,-0.26495031970106875,"[-0.64, 0.22]",0.27297973051726004,0.8049768931977531,False
Lysosome-associated membrane glycoprotein 1,Mean Value (nm),delta_time2_vs_time1,20,17,0.24066968580502063,"[-0.24, 0.63]",0.3209413959110744,0.8219420628602696,False
Cathelicidin antimicrobial peptide,Mean Value (nm),delta_time2_vs_time1,20,17,-0.20776702251694668,"[-0.60, 0.27]",0.3933689721467104,0.8507938520751398,False
Fibroblast growth factor-binding protein 2,Mean Value (nm),delta_time2_vs_time1,20,17,0.01776756069701477,"[-0.44, 0.47]",0.9424471760273896,0.9828289159510588,False
Lymphatic vessel endothelial hyaluronic acid receptor 1,Mean Value (nm),delta_time2_vs_time1,20,17,-0.33107463270526943,"[-0.68, 0.14]",0.16618499575316062,0.7378412547139325,False
Haptoglobin,Mean Value (nm),delta_time2_vs_time1,20,17,-0.3270705277658392,"[-0.68, 0.15]",0.17168004485897395,0.7387093205308769,False
Tenascin-X,Mean Value (nm),delta_time2_vs_time1,20,17,-0.061378846044233215,"[-0.50, 0.40]",0.8028845506586603,0.979264391124706,False
Zinc finger protein 512B,Mean Value (nm),delta_time2_vs_time1,20,17,-0.17357310840858806,"[-0.58, 0.30]",0.4773034338144172,0.903015757589255,False
Immunoglobulin lambda variable 3-19,Mean Value (nm),delta_time2_vs_time1,20,17,-0.40703866324070653,"[-0.73, 0.06]",0.08370137233704282,0.6558517850254834,False
Complement C1q subcomponent subunit B,Mean Value (nm),delta_time2_vs_time1,20,17,-0.5216723686039677,"[-0.79, -0.09]",0.021974464478561082,0.5303551455531277,False
Ubiquitin-ribosomal protein eS31 fusion protein,Mean Value (nm),delta_time2_vs_time1,20,17,0.3632178009290821,"[-0.11, 0.70]",0.12638812255311058,0.7218926089642522,False
Kinesin-like protein KIF21A,Mean Value (nm),delta_time2_vs_time1,20,17,0.14608618770722798,"[-0.33, 0.56]",0.5506670220962073,0.9340265511747381,False
Attractin,Mean Value (nm),delta_time2_vs_time1,20,17,-0.23442541944264225,"[-0.62, 0.25]",0.33403533659335916,0.8355963832630372,False
Immunoglobulin lambda variable 1-44,Mean Value (nm),delta_time2_vs_time1,20,17,-0.29223948241354114,"[-0.66, 0.19]",0.224714591672652,0.8049768931977531,False
Immunoglobulin heavy variable 1-46,Mean Value (nm),delta_time2_vs_time1,20,17,-0.5026903684797835,"[-0.78, -0.06]",0.028263303528238554,0.5303551455531277,False
Fibulin-1,Mean Value (nm),delta_time2_vs_time1,20,17,-0.4522815433207922,"[-0.75, 0.00]",0.051866649051675005,0.5716366852929288,False
Secreted phosphoprotein 24,Mean Value (nm),delta_time2_vs_time1,20,17,0.044623954254534116,"[-0.42, 0.49]",0.8560569997684594,0.979498961893774,False
Scavenger receptor class B member 1,Mean Value (nm),delta_time2_vs_time1,20,17,0.1101486135561379,"[-0.36, 0.54]",0.6535026360820175,0.9556244789432,False
Immunoglobulin lambda variable 2-18,Mean Value (nm),delta_time2_vs_time1,20,17,-0.12598815766974236,"[-0.55, 0.35]",0.6072919512054336,0.9545053881926984,False
Collagen alpha-2(VI) chain,Mean Value (nm),delta_time2_vs_time1,20,17,-0.2842809711522388,"[-0.65, 0.20]",0.23817483586774285,0.8049768931977531,False
Adiponectin,Mean Value (nm),delta_time2_vs_time1,20,17,-0.41691729325574534,"[-0.73, 0.05]",0.07576371300369164,0.651605980428528,False
Nidogen-1,Mean Value (nm),delta_time2_vs_time1,20,17,-0.28000813988982204,"[-0.65, 0.20]",0.24561021044361298,0.8049768931977531,False
Alpha-1-antitrypsin,Mean Value (nm),delta_time2_vs_time1,20,17,0.14396255462769447,"[-0.33, 0.56]",0.5565368258339682,0.9340265511747381,False
"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1",Mean Value (nm),delta_time2_vs_time1,20,17,-0.2574379420238297,"[-0.64, 0.22]",0.28731481352810845,0.8049768931977531,False
Complement C1s subcomponent,Mean Value (nm),delta_time2_vs_time1,20,17,-0.4932507546539777,"[-0.77, -0.05]",0.03187394938761803,0.5332113903097389,False
Alpha-actinin-4,Mean Value (nm),delta_time2_vs_time1,20,17,0.36443968734392795,"[-0.11, 0.70]",0.1250225432795748,0.7218926089642522,False
Complement component C1q receptor,Mean Value (nm),delta_time2_vs_time1,20,17,0.21693841765136374,"[-0.26, 0.61]",0.37233538014914414,0.8448505927819434,False
Inter-alpha-trypsin inhibitor heavy chain H3,Mean Value (nm),delta_time2_vs_time1,20,17,-0.3443019138259269,"[-0.69, 0.13]",0.14889008187791097,0.7278539353623202,False
Immunoglobulin kappa variable 1D-8,Mean Value (nm),delta_time2_vs_time1,20,17,-0.35050551556838616,"[-0.69, 0.12]",0.14122525648723525,0.7278539353623202,False
Low-density lipoprotein receptor,Mean Value (nm),delta_time2_vs_time1,20,17,-0.5619766937530745,"[-0.81, -0.14]",0.01227223427436026,0.4709300614264398,False
Prolactin-inducible protein,Mean Value (nm),delta_time2_vs_time1,20,17,0.2897908713402541,"[-0.19, 0.66]",0.22880214869220744,0.8049768931977531,False
Hyaluronan-binding protein 2,Mean Value (nm),delta_time2_vs_time1,20,17,0.3413217997052224,"[-0.13, 0.69]",0.15267279190047117,0.7278539353623202,False
N-acetylmuramoyl-L-alanine amidase,Mean Value (nm),delta_time2_vs_time1,20,17,0.20257509576393176,"[-0.28, 0.60]",0.4055595567857845,0.8562882259360183,False
Serpin A11,Mean Value (nm),delta_time2_vs_time1,20,17,-0.21440098356522286,"[-0.61, 0.27]",0.3780902432001578,0.8448505927819434,False
C4b-binding protein alpha chain,Mean Value (nm),delta_time2_vs_time1,20,17,-0.3095111943197201,"[-0.67, 0.17]",0.1972312003128342,0.7707271521237848,False
Inter-alpha-trypsin inhibitor heavy chain H2,Mean Value (nm),delta_time2_vs_time1,20,17,-0.2414022747926338,"[-0.63, 0.24]",0.3194254504880911,0.8211532672597082,False
Fibrillin-1,Mean Value (nm),delta_time2_vs_time1,20,17,0.22801119069903877,"[-0.25, 0.62]",0.34780611684543994,0.8391190988614592,False
Golgi-associated RAB2 interactor protein 1B,Mean Value (nm),delta_time2_vs_time1,20,17,-0.49127112038432597,"[-0.77, -0.05]",0.03267472531569927,0.5332113903097389,False
Neurogenic locus notch homolog protein 3,Mean Value (nm),delta_time2_vs_time1,20,17,0.5021167315686789,"[0.06, 0.78]",0.028473148254040202,0.5303551455531277,False
Immunoglobulin heavy constant alpha 1,Mean Value (nm),delta_time2_vs_time1,20,17,-0.48941553556323036,"[-0.77, -0.05]",0.03343943477702721,0.5332113903097389,False
Apolipoprotein C-III,Mean Value (nm),delta_time2_vs_time1,20,17,-0.379713982265591,"[-0.71, 0.09]",0.10882460560293288,0.6914343607018558,False
Glutathione peroxidase 3,Mean Value (nm),delta_time2_vs_time1,20,17,-0.061132262633771264,"[-0.50, 0.40]",0.8036616929092095,0.979264391124706,False
Contactin-1,Mean Value (nm),delta_time2_vs_time1,20,17,0.06125742387577781,"[-0.40, 0.50]",0.8032672075886337,0.979264391124706,False
Stomatin,Mean Value (nm),delta_time2_vs_time1,20,17,-0.2485627652261661,"[-0.63, 0.23]",0.3048331517921658,0.8049768931977531,False
Immunoglobulin heavy variable 3-13,Mean Value (nm),delta_time2_vs_time1,20,17,-0.5162279955740687,"[-0.79, -0.08]",0.023652391281773558,0.5303551455531277,False
Immunoglobulin heavy variable 1-69-2,Mean Value (nm),delta_time2_vs_time1,20,17,-0.27259976866721836,"[-0.65, 0.21]",0.258848528235432,0.8049768931977531,False
Apolipoprotein E,Mean Value (nm),delta_time2_vs_time1,20,17,-0.28725812759967356,"[-0.66, 0.19]",0.23308041512939923,0.8049768931977531,False
Mucosal addressin cell adhesion molecule 1,Mean Value (nm),delta_time2_vs_time1,20,17,0.14303709859596622,"[-0.33, 0.56]",0.5591034590586692,0.9340265511747381,False
Protein S100-A11,Mean Value (nm),delta_time2_vs_time1,20,17,0.2929014267483956,"[-0.19, 0.66]",0.2236177760090605,0.8049768931977531,False
Complement factor H-related protein 4,Mean Value (nm),delta_time2_vs_time1,20,17,-0.17318102950623263,"[-0.58, 0.31]",0.47831441435160094,0.903015757589255,False
Immunoglobulin kappa variable 1D-16,Mean Value (nm),delta_time2_vs_time1,20,17,-0.13485873892903072,"[-0.56, 0.34]",0.582008632476567,0.9475553740811739,False
Immunoglobulin lambda variable 1-47,Mean Value (nm),delta_time2_vs_time1,20,17,-0.48105841529509136,"[-0.77, -0.03]",0.037057162260908494,0.5332113903097389,False
Fructose-bisphosphate aldolase A,Mean Value (nm),delta_time2_vs_time1,20,17,0.6299407883487117,"[0.25, 0.84]",0.003844233692869431,0.33990766434333936,False
Thrombospondin-1,Mean Value (nm),delta_time2_vs_time1,20,17,0.06151984978172989,"[-0.40, 0.50]",0.8024402371131208,0.979264391124706,False
Aminopeptidase N,Mean Value (nm),delta_time2_vs_time1,20,17,-0.15899994307671253,"[-0.57, 0.32]",0.5155827015525585,0.9204594999259132,False
Apolipoprotein M,Mean Value (nm),delta_time2_vs_time1,20,17,-0.5067148641108296,"[-0.78, -0.07]",0.026824873957033642,0.5303551455531277,False
Immunoglobulin heavy variable 3-43,Mean Value (nm),delta_time2_vs_time1,20,17,-0.39198735469190293,"[-0.72, 0.08]",0.09694683990840647,0.6759341052508534,False
Cysteine-rich secretory protein 3,Mean Value (nm),delta_time2_vs_time1,20,17,0.4928765815620523,"[0.05, 0.77]",0.032024122544594254,0.5332113903097389,False
Complement component C8 alpha chain,Mean Value (nm),delta_time2_vs_time1,20,17,0.27104920362013074,"[-0.21, 0.65]",0.2616750082605666,0.8049768931977531,False
Immunoglobulin heavy variable 2-70D,Mean Value (nm),delta_time2_vs_time1,20,17,0.036912959512316115,"[-0.42, 0.48]",0.8807434073112135,0.979498961893774,False
Immunoglobulin heavy variable 3-23,Mean Value (nm),delta_time2_vs_time1,20,17,-0.3060554087167826,"[-0.67, 0.17]",0.202542044177818,0.7800504006253511,False
Plasma kallikrein,Mean Value (nm),delta_time2_vs_time1,20,17,-0.3944327068095155,"[-0.72, 0.07]",0.09469758877979523,0.6759341052508534,False
Galectin-7,Mean Value (nm),delta_time2_vs_time1,20,17,0.5585354782814954,"[0.14, 0.81]",0.012933665161492818,0.4709300614264398,False
Extracellular superoxide dismutase [Cu-Zn],Mean Value (nm),delta_time2_vs_time1,20,17,-0.04425771611413636,"[-0.49, 0.42]",0.8572267839197472,0.979498961893774,False
Immunoglobulin heavy variable 1-8,Mean Value (nm),delta_time2_vs_time1,20,17,0.08803309566091697,"[-0.38, 0.52]",0.7200638545590876,0.9720008439065221,False
Cystatin-C,Mean Value (nm),delta_time2_vs_time1,20,17,0.30054174043665305,"[-0.18, 0.66]",0.21120976005059716,0.7956847687724314,False
Immunoglobulin lambda-like polypeptide 1,Mean Value (nm),delta_time2_vs_time1,20,17,-0.2649010943248816,"[-0.64, 0.22]",0.27307218808258554,0.8049768931977531,False
Inhibin beta C chain,Mean Value (nm),delta_time2_vs_time1,20,17,-0.2617464401782412,"[-0.64, 0.22]",0.2790379800907054,0.8049768931977531,False
Mannose-binding protein C,Mean Value (nm),delta_time2_vs_time1,20,17,-0.4086165297229384,"[-0.73, 0.06]",0.0823941925059239,0.651605980428528,False
IgGFc-binding protein,Mean Value (nm),delta_time2_vs_time1,20,17,-0.6625202112621769,"[-0.86, -0.30]",0.0019953650779144664,0.33990766434333936,False
Macrophage mannose receptor 1,Mean Value (nm),delta_time2_vs_time1,20,17,-0.1675213675213673,"[-0.58, 0.31]",0.4930255172566186,0.9048707345805562,False
Aromatase,Mean Value (nm),delta_time2_vs_time1,20,17,-0.21994818134853827,"[-0.61, 0.26]",0.3655736689591904,0.8448505927819434,False
Cadherin-5,Mean Value (nm),delta_time2_vs_time1,20,17,-0.03535748504619377,"[-0.48, 0.43]",0.8857367095399755,0.979498961893774,False
Immunoglobulin kappa variable 1-8,Mean Value (nm),delta_time2_vs_time1,20,17,-0.3588847151917152,"[-0.70, 0.11]",0.1313157527009344,0.7276641962142183,False
Retinol-binding protein 4,Mean Value (nm),delta_time2_vs_time1,20,17,0.46909898052654314,"[0.02, 0.76]",0.04275162030707982,0.536503542546452,False
Complement component C8 beta chain,Mean Value (nm),delta_time2_vs_time1,20,17,0.3350219793460795,"[-0.14, 0.68]",0.16088663243047427,0.7278539353623202,False
Tumor necrosis factor receptor superfamily member 1B,Mean Value (nm),delta_time2_vs_time1,20,17,0.17434741848535124,"[-0.30, 0.58]",0.47530999072207225,0.903015757589255,False
Formin-2,Mean Value (nm),delta_time2_vs_time1,20,17,-0.44334057843417846,"[-0.75, 0.01]",0.057276984603631786,0.5993833944380054,False
Scavenger receptor cysteine-rich domain-containing protein DMBT1,Mean Value (nm),delta_time2_vs_time1,20,17,0.2560748950627638,"[-0.22, 0.64]",0.2899642857832664,0.8049768931977531,False
Apolipoprotein L1,Mean Value (nm),delta_time2_vs_time1,20,17,-0.21228938659278151,"[-0.61, 0.27]",0.3829170106742026,0.8448505927819434,False
Leucine-rich alpha-2-glycoprotein,Mean Value (nm),delta_time2_vs_time1,20,17,0.36061842759666757,"[-0.11, 0.70]",0.12932819330059764,0.7276641962142183,False
Immunoglobulin heavy variable 1-2,Mean Value (nm),delta_time2_vs_time1,20,17,-0.0359321741800909,"[-0.48, 0.43]",0.8838913826353704,0.979498961893774,False
Ras-related protein Rab-10,Mean Value (nm),delta_time2_vs_time1,20,17,0.35036053363955716,"[-0.12, 0.69]",0.1414011795537971,0.7278539353623202,False
Immunoglobulin heavy variable 1-24,Mean Value (nm),delta_time2_vs_time1,20,17,-0.3375836532432842,"[-0.69, 0.14]",0.15751089927458786,0.7278539353623202,False
Annexin A3,Mean Value (nm),delta_time2_vs_time1,20,17,-0.10435497655222613,"[-0.53, 0.37]",0.6707229199081359,0.9624223615302337,False
Hemoglobin subunit beta,Mean Value (nm),delta_time2_vs_time1,20,17,-0.3801461108754465,"[-0.71, 0.09]",0.10838946682661345,0.6914343607018558,False
Immunoglobulin lambda variable 4-69,Mean Value (nm),delta_time2_vs_time1,20,17,-0.46078316469751035,"[-0.76, -0.01]",0.047090839078505,0.5481585312958559,False
Elongation factor 2,Mean Value (nm),delta_time2_vs_time1,20,17,0.1367946223824924,"[-0.34, 0.56]",0.5765509680402789,0.9466034911089208,False
Multiple inositol polyphosphate phosphatase 1,Mean Value (nm),delta_time2_vs_time1,20,17,0.3557009035839857,"[-0.12, 0.70]",0.13502155305315516,0.7276641962142183,False
Collagen alpha-1(VI) chain,Mean Value (nm),delta_time2_vs_time1,20,17,-0.3473173917749741,"[-0.69, 0.13]",0.14512912728523736,0.7278539353623202,False
Hepatocyte growth factor activator,Mean Value (nm),delta_time2_vs_time1,20,17,-0.4615384615384615,"[-0.76, -0.01]",0.04668338508165599,0.5481585312958559,False
Fibrinogen beta chain,Mean Value (nm),delta_time2_vs_time1,20,17,0.041843060964056426,"[-0.42, 0.49]",0.8649463479213244,0.979498961893774,False
Hemicentin-1,Mean Value (nm),delta_time2_vs_time1,20,17,-0.2286278814683082,"[-0.62, 0.25]",0.3464680882028026,0.8391190988614592,False
C-type mannose receptor 2,Mean Value (nm),delta_time2_vs_time1,20,17,-0.473040775040173,"[-0.76, -0.02]",0.04080524230710102,0.536503542546452,False
Platelet glycoprotein Ib beta chain,Mean Value (nm),delta_time2_vs_time1,20,17,0.15139975005670608,"[-0.33, 0.57]",0.536102756410789,0.9339693859617983,False
Complement C2,Mean Value (nm),delta_time2_vs_time1,20,17,0.1248831799180006,"[-0.35, 0.55]",0.6104723241073804,0.9545053881926984,False
Annexin A2,Mean Value (nm),delta_time2_vs_time1,20,17,0.17956813289104923,"[-0.30, 0.59]",0.4619784757243153,0.9003786258757829,False
Protein disulfide-isomerase A3,Mean Value (nm),delta_time2_vs_time1,20,17,0.40939827822750535,"[-0.06, 0.73]",0.08175215004385167,0.651605980428528,False
Dipeptidyl peptidase 4,Mean Value (nm),delta_time2_vs_time1,20,17,-0.3557009035839852,"[-0.70, 0.12]",0.13502155305315575,0.7276641962142183,False
Proteasome subunit alpha type-4,Mean Value (nm),delta_time2_vs_time1,20,17,0.033750326635003144,"[-0.43, 0.48]",0.8909002568492054,0.979498961893774,False
Coagulation factor XI,Mean Value (nm),delta_time2_vs_time1,20,17,-0.1947815836096376,"[-0.60, 0.28]",0.4242374667699099,0.8755179593100133,False
Collectin-11,Mean Value (nm),delta_time2_vs_time1,20,17,-0.2181458764257921,"[-0.61, 0.26]",0.3696143030163913,0.8448505927819434,False
High mobility group protein B1,Mean Value (nm),delta_time2_vs_time1,20,17,-0.25105836578433877,"[-0.63, 0.23]",0.29984350445799857,0.8049768931977531,False
Immunoglobulin lambda variable 3-16,Mean Value (nm),delta_time2_vs_time1,20,17,-0.14919545040611681,"[-0.57, 0.33]",0.542123208904755,0.9340265511747381,False
Prothrombin,Mean Value (nm),delta_time2_vs_time1,20,17,-0.173537599878742,"[-0.58, 0.30]",0.4773949492434669,0.903015757589255,False
Immunoglobulin kappa joining 1,Mean Value (nm),delta_time2_vs_time1,20,17,-0.06825739137074098,"[-0.51, 0.40]",0.7812796490179588,0.979264391124706,False
Immunoglobulin heavy variable 3-7,Mean Value (nm),delta_time2_vs_time1,20,17,-0.1653625013058355,"[-0.58, 0.31]",0.49869441713736573,0.9083198276389947,False
Immunoglobulin heavy variable 3-74,Mean Value (nm),delta_time2_vs_time1,20,17,-0.43555116784129094,"[-0.74, 0.02]",0.062328548977227005,0.6315439015565582,False
Ezrin,Mean Value (nm),delta_time2_vs_time1,20,17,0.5828185132224605,"[0.17, 0.82]",0.008823415849766283,0.4470737252257043,False
Intercellular adhesion molecule 2,Mean Value (nm),delta_time2_vs_time1,20,17,-0.06734817814131272,"[-0.51, 0.40]",0.7841269830489525,0.979264391124706,False
Lysozyme C,Mean Value (nm),delta_time2_vs_time1,20,17,0.11073351611310206,"[-0.36, 0.54]",0.6517732508372093,0.9556244789432,False
Protein AMBP,Mean Value (nm),delta_time2_vs_time1,20,17,-0.19892726720815562,"[-0.60, 0.28]",0.41424569845545767,0.8617189877594513,False
Prolyl endopeptidase FAP,Mean Value (nm),delta_time2_vs_time1,20,17,-0.21027089828472115,"[-0.61, 0.27]",0.3875628328810925,0.8448505927819434,False
"Actin, cytoplasmic 2",Mean Value (nm),delta_time2_vs_time1,20,17,0.16351328494617692,"[-0.31, 0.58]",0.5035751115875553,0.9088916648165632,False
Kallistatin,Mean Value (nm),delta_time2_vs_time1,20,17,0.0772386270774176,"[-0.39, 0.51]",0.7533018658400871,0.9769906339019859,False
Hemopexin,Mean Value (nm),delta_time2_vs_time1,20,17,0.017792017089454115,"[-0.44, 0.47]",0.9423680819313813,0.9828289159510588,False
C4b-binding protein beta chain,Mean Value (nm),delta_time2_vs_time1,20,17,-0.3291308319267933,"[-0.68, 0.15]",0.16883736740448593,0.7378412547139325,False
Peptidyl-prolyl cis-trans isomerase A,Mean Value (nm),delta_time2_vs_time1,20,17,0.5435960092834529,"[0.12, 0.80]",0.0161445137588741,0.47787760726267337,False
Complement C1r subcomponent-like protein,Mean Value (nm),delta_time2_vs_time1,20,17,-0.0359321741800909,"[-0.48, 0.43]",0.8838913826353704,0.979498961893774,False
Immunoglobulin heavy variable 3-30;Immunoglobulin heavy variable 3-30-5,Mean Value (nm),delta_time2_vs_time1,20,17,-0.5965124349659123,"[-0.83, -0.20]",0.00701998161170632,0.40962160786545965,False
